Age,Time_of_Day,AQI,AQI_Category,Temperature,Precipitation,Suggested_Activity,Activity_Suggestion
10,9,88,Moderate,80.6,0.42,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
93,22,306,Hazardous,46.4,16.56,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
98,15,30,Good,21.2,3.39,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
45,0,443,Hazardous,86.0,1.76,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
69,17,43,Good,68.0,4.27,Take a walk,Enjoy a peaceful walk in the park.
95,14,83,Moderate,75.2,4.65,Have a picnic,The weather is great for an outdoor picnic.
19,12,89,Moderate,73.4,0.2,Have a picnic,The weather is great for an outdoor picnic.
62,14,37,Good,50.0,1.31,Have a picnic,The weather is great for an outdoor picnic.
93,16,82,Moderate,55.4,4.19,Take a walk,Enjoy a peaceful walk in the park.
63,7,477,Hazardous,64.4,19.61,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
41,17,65,Moderate,62.6,0.94,Go for a jog,The weather is perfect for a run or jog.
10,20,3,Good,55.4,3.09,Stargazing,"The air is clear, perfect for stargazing."
15,16,316,Hazardous,57.2,1.11,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
39,1,107,Unhealthy for Sensitive Groups,95.0,7.61,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
40,17,249,Very Unhealthy,51.8,6.58,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
44,14,2,Good,55.4,4.46,Have a picnic,The weather is great for an outdoor picnic.
89,20,42,Good,66.2,1.58,Stargazing,"The air is clear, perfect for stargazing."
82,1,482,Hazardous,48.2,0.23,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
39,9,79,Moderate,78.8,0.37,Go for a jog,The weather is perfect for a run or jog.
71,19,44,Good,53.6,4.39,Stargazing,"The air is clear, perfect for stargazing."
98,8,3,Good,69.8,3.68,Take a walk,Enjoy a peaceful walk in the park.
90,15,325,Hazardous,37.4,5.93,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
70,12,308,Hazardous,32.0,17.96,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
16,4,142,Unhealthy for Sensitive Groups,89.6,8.36,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
13,8,54,Moderate,69.8,2.97,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
34,18,74,Moderate,59.0,1.25,Go for a jog,The weather is perfect for a run or jog.
94,14,96,Moderate,78.8,0.72,Have a picnic,The weather is great for an outdoor picnic.
77,8,69,Moderate,59.0,4.68,Take a walk,Enjoy a peaceful walk in the park.
46,20,36,Good,51.8,1.05,Stargazing,"The air is clear, perfect for stargazing."
40,13,15,Good,55.4,3.54,Have a picnic,The weather is great for an outdoor picnic.
93,5,340,Hazardous,95.0,7.99,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
64,21,211,Very Unhealthy,55.4,11.97,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
12,13,19,Good,68.0,0.75,Have a picnic,The weather is great for an outdoor picnic.
79,9,1,Good,59.0,4.8,Take a walk,Enjoy a peaceful walk in the park.
34,19,290,Very Unhealthy,91.4,0.93,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
81,7,250,Very Unhealthy,96.8,12.78,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
40,19,325,Hazardous,73.4,15.47,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
68,14,54,Moderate,78.8,1.21,Have a picnic,The weather is great for an outdoor picnic.
68,15,436,Hazardous,78.8,3.06,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
5,8,41,Good,51.8,3.3,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
40,19,48,Good,60.8,1.8,Stargazing,"The air is clear, perfect for stargazing."
61,8,29,Good,69.8,2.92,Take a walk,Enjoy a peaceful walk in the park.
67,17,291,Very Unhealthy,95.0,7.54,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
93,6,135,Unhealthy for Sensitive Groups,69.8,14.53,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
62,12,37,Good,62.6,1.32,Have a picnic,The weather is great for an outdoor picnic.
99,14,49,Good,50.0,3.68,Have a picnic,The weather is great for an outdoor picnic.
28,8,209,Very Unhealthy,62.6,7.04,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
21,10,75,Moderate,57.2,0.8,Go for a jog,The weather is perfect for a run or jog.
65,8,99,Moderate,71.6,4.67,Take a walk,Enjoy a peaceful walk in the park.
26,20,49,Good,69.8,1.02,Stargazing,"The air is clear, perfect for stargazing."
42,17,0,Good,77.0,0.55,Go for a jog,The weather is perfect for a run or jog.
55,20,34,Good,68.0,0.91,Stargazing,"The air is clear, perfect for stargazing."
87,18,205,Very Unhealthy,35.6,18.0,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
80,5,46,Good,30.2,17.67,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
29,11,328,Hazardous,93.2,11.63,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
5,20,81,Moderate,64.4,3.77,Stargazing,"The air is clear, perfect for stargazing."
19,20,16,Good,80.6,2.62,Stargazing,"The air is clear, perfect for stargazing."
39,3,355,Hazardous,100.4,11.87,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
13,19,307,Hazardous,64.4,15.59,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
28,17,20,Good,68.0,2.19,Go for a jog,The weather is perfect for a run or jog.
70,10,54,Moderate,82.4,1.89,Take a walk,Enjoy a peaceful walk in the park.
34,16,77,Moderate,50.0,3.84,Go for a jog,The weather is perfect for a run or jog.
72,18,25,Good,51.8,3.53,Take a walk,Enjoy a peaceful walk in the park.
79,1,444,Hazardous,24.8,7.57,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
89,7,426,Hazardous,100.4,3.31,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
94,17,70,Moderate,75.2,0.26,Take a walk,Enjoy a peaceful walk in the park.
78,19,36,Good,75.2,2.06,Stargazing,"The air is clear, perfect for stargazing."
8,20,15,Good,53.6,1.74,Stargazing,"The air is clear, perfect for stargazing."
15,15,350,Hazardous,80.6,8.58,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
38,14,172,Unhealthy,86.0,5.3,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
53,20,62,Moderate,50.0,1.45,Stargazing,"The air is clear, perfect for stargazing."
84,19,147,Unhealthy for Sensitive Groups,91.4,16.97,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
35,18,15,Good,84.2,0.57,Go for a jog,The weather is perfect for a run or jog.
63,5,418,Hazardous,75.2,16.31,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
93,18,400,Hazardous,96.8,17.06,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
13,16,66,Moderate,78.8,4.81,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
27,9,28,Good,32.0,13.21,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
85,4,489,Hazardous,55.4,0.32,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
43,20,94,Moderate,57.2,2.6,Stargazing,"The air is clear, perfect for stargazing."
30,18,52,Moderate,57.2,1.81,Go for a jog,The weather is perfect for a run or jog.
80,13,47,Good,64.4,2.31,Have a picnic,The weather is great for an outdoor picnic.
24,3,74,Moderate,59.0,12.63,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
86,14,88,Moderate,59.0,4.98,Have a picnic,The weather is great for an outdoor picnic.
42,20,170,Unhealthy,98.6,1.06,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
68,10,60,Moderate,84.2,2.0,Take a walk,Enjoy a peaceful walk in the park.
79,20,31,Good,78.8,0.08,Stargazing,"The air is clear, perfect for stargazing."
56,12,32,Good,75.2,1.9,Have a picnic,The weather is great for an outdoor picnic.
12,14,342,Hazardous,91.4,2.13,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
29,8,227,Very Unhealthy,62.6,18.4,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
33,8,75,Moderate,80.6,2.0,Go for a jog,The weather is perfect for a run or jog.
70,21,57,Moderate,69.8,2.27,Stargazing,"The air is clear, perfect for stargazing."
90,5,279,Very Unhealthy,95.0,13.59,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
65,8,93,Moderate,73.4,0.56,Take a walk,Enjoy a peaceful walk in the park.
90,16,34,Good,55.4,1.7,Take a walk,Enjoy a peaceful walk in the park.
27,17,7,Good,66.2,4.97,Go for a jog,The weather is perfect for a run or jog.
11,20,11,Good,66.2,2.87,Stargazing,"The air is clear, perfect for stargazing."
71,14,472,Hazardous,44.6,14.67,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
95,21,6,Good,64.4,0.49,Stargazing,"The air is clear, perfect for stargazing."
24,14,37,Good,68.0,16.54,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
97,12,47,Good,69.8,2.37,Have a picnic,The weather is great for an outdoor picnic.
67,15,377,Hazardous,44.6,17.77,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
58,21,52,Moderate,30.2,14.69,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
73,10,78,Moderate,64.4,3.35,Take a walk,Enjoy a peaceful walk in the park.
56,14,84,Moderate,73.4,0.8,Have a picnic,The weather is great for an outdoor picnic.
65,10,8,Good,78.8,2.38,Take a walk,Enjoy a peaceful walk in the park.
13,22,412,Hazardous,66.2,15.28,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
90,10,474,Hazardous,93.2,4.89,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
26,10,139,Unhealthy for Sensitive Groups,69.8,6.03,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
52,15,389,Hazardous,42.8,1.23,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
6,18,32,Good,77.0,4.88,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
5,9,35,Good,77.0,1.12,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
58,10,42,Good,50.0,4.26,Go for a jog,The weather is perfect for a run or jog.
28,8,491,Hazardous,75.2,14.56,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
14,21,8,Good,82.4,1.51,Stargazing,"The air is clear, perfect for stargazing."
69,21,244,Very Unhealthy,55.4,2.29,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
72,10,2,Good,68.0,3.79,Take a walk,Enjoy a peaceful walk in the park.
58,0,143,Unhealthy for Sensitive Groups,68.0,4.28,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
32,9,39,Good,73.4,4.35,Go for a jog,The weather is perfect for a run or jog.
82,8,94,Moderate,69.8,4.74,Take a walk,Enjoy a peaceful walk in the park.
31,0,247,Very Unhealthy,98.6,7.17,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
92,12,479,Hazardous,66.2,6.59,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
54,20,79,Moderate,53.6,0.27,Stargazing,"The air is clear, perfect for stargazing."
53,20,82,Moderate,51.8,3.75,Stargazing,"The air is clear, perfect for stargazing."
33,16,69,Moderate,50.0,0.74,Go for a jog,The weather is perfect for a run or jog.
68,13,66,Moderate,51.8,3.29,Have a picnic,The weather is great for an outdoor picnic.
86,17,35,Good,66.2,2.03,Take a walk,Enjoy a peaceful walk in the park.
76,16,12,Good,51.8,2.57,Take a walk,Enjoy a peaceful walk in the park.
94,12,44,Good,82.4,2.32,Have a picnic,The weather is great for an outdoor picnic.
29,17,87,Moderate,69.8,0.96,Go for a jog,The weather is perfect for a run or jog.
27,14,58,Moderate,68.0,2.01,Have a picnic,The weather is great for an outdoor picnic.
79,14,450,Hazardous,100.4,19.11,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
90,14,68,Moderate,102.2,18.36,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
34,21,11,Good,64.4,3.96,Stargazing,"The air is clear, perfect for stargazing."
37,4,55,Moderate,62.6,17.02,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
67,10,27,Good,60.8,3.09,Take a walk,Enjoy a peaceful walk in the park.
54,12,163,Unhealthy,86.0,5.57,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
84,8,71,Moderate,77.0,1.17,Take a walk,Enjoy a peaceful walk in the park.
21,13,96,Moderate,57.2,2.08,Have a picnic,The weather is great for an outdoor picnic.
32,17,81,Moderate,78.8,1.95,Go for a jog,The weather is perfect for a run or jog.
25,17,68,Moderate,62.6,0.3,Go for a jog,The weather is perfect for a run or jog.
43,8,0,Good,51.8,3.56,Go for a jog,The weather is perfect for a run or jog.
79,19,1,Good,75.2,1.4,Stargazing,"The air is clear, perfect for stargazing."
63,8,30,Good,62.6,1.78,Take a walk,Enjoy a peaceful walk in the park.
87,21,275,Very Unhealthy,24.8,11.69,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
51,19,80,Moderate,55.4,4.79,Stargazing,"The air is clear, perfect for stargazing."
66,12,9,Good,89.6,12.91,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
95,19,13,Good,80.6,2.14,Stargazing,"The air is clear, perfect for stargazing."
12,1,263,Very Unhealthy,57.2,0.1,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
38,9,48,Good,64.4,2.51,Go for a jog,The weather is perfect for a run or jog.
7,12,9,Good,77.0,3.21,Have a picnic,The weather is great for an outdoor picnic.
81,9,3,Good,50.0,4.83,Take a walk,Enjoy a peaceful walk in the park.
13,20,98,Moderate,51.8,4.37,Stargazing,"The air is clear, perfect for stargazing."
23,16,88,Moderate,82.4,4.77,Go for a jog,The weather is perfect for a run or jog.
86,12,61,Moderate,60.8,4.91,Have a picnic,The weather is great for an outdoor picnic.
17,9,46,Good,59.0,2.73,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
85,1,467,Hazardous,84.2,15.14,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
45,21,54,Moderate,64.4,2.3,Stargazing,"The air is clear, perfect for stargazing."
75,9,98,Moderate,84.2,3.96,Take a walk,Enjoy a peaceful walk in the park.
64,12,58,Moderate,73.4,4.68,Have a picnic,The weather is great for an outdoor picnic.
44,12,31,Good,59.0,3.77,Have a picnic,The weather is great for an outdoor picnic.
20,20,12,Good,60.8,18.92,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
39,19,25,Good,78.8,0.39,Stargazing,"The air is clear, perfect for stargazing."
49,23,161,Unhealthy,89.6,11.9,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
50,8,430,Hazardous,66.2,15.81,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
20,10,51,Moderate,80.6,3.35,Go for a jog,The weather is perfect for a run or jog.
98,16,43,Good,50.0,4.3,Take a walk,Enjoy a peaceful walk in the park.
68,8,59,Moderate,73.4,3.16,Take a walk,Enjoy a peaceful walk in the park.
97,3,119,Unhealthy for Sensitive Groups,75.2,1.38,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
58,14,3,Good,55.4,2.32,Have a picnic,The weather is great for an outdoor picnic.
35,10,19,Good,50.0,3.86,Go for a jog,The weather is perfect for a run or jog.
20,13,45,Good,84.2,2.83,Have a picnic,The weather is great for an outdoor picnic.
69,18,99,Moderate,84.2,3.0,Take a walk,Enjoy a peaceful walk in the park.
71,12,340,Hazardous,75.2,1.82,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
52,10,66,Moderate,68.0,2.38,Go for a jog,The weather is perfect for a run or jog.
97,14,36,Good,91.4,16.14,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
5,19,295,Very Unhealthy,82.4,1.89,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
86,0,6,Good,75.2,13.48,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
